,imdbid,title,year,genres,director,writer,cast,runtime,country,language,rating,plot
806,3467846,"""Artist"" Rip Slyme (2013)",2013,Talk-Show,Shunsuke Fukaya,Ellie Ohmiya,"Ellie Ohmiya (Herself - Emcee), Hiroshi Kamayatsu (Himself), Masatsugu Chiba (Himself), Ry?ji Narita (Himself), Keisuke Ilmari Ogihara (Himself)",,,,,
807,3624136,"""Tie Gang"" RIP Ferrari (2013)",2013,Comedy,,,,,,,,
808,3986146,RIP Kassandra Kharis (2013),2013,"Documentary, Short, Biography",Aiden Dillard,Aiden Dillard,Aiden Dillard,15,USA,English,,The filmmaker describes the events that led to the tragic suicide of his girlfriend
809,2752882,"""Doomsday Preppers"" Let Her Rip (2013)",2013,Reality-TV,,,"Michael Izquierdo (Narrator), Scot Hunt (Herself)",,,,,Meet a descendant from the Hatfield clan who fears that the current political and economic state will lead to world war
810,2928938,"""Lifeguard!"" Rip Current Rescue (2013)",2013,"Documentary, Drama",,,,,,,,
811,3280368,"""Inside Edition"" Lottery Winners Ripped Off (2013)",2013,"Documentary, News",,,"Deborah Norville (Herself - Anchor), Matt Meagher (Himself - Senior Investigative Reporter), Steve Noble (Himself - Senior Correspondent), Stacey Gualandi (Herself - Reporter), Stacey Sweet (Herself - Reporter / Weekend Co-Anchor)",,,,,
812,3441464,"""Skylanders Boomcast"" New Year's Episode, Rip Tide and Smolderdash (2013)",2013,News,Nick Ahrens,"Robert Welkner, Greg White",Zachary Gordon (Himself - Host),,,,,"Skylanders Boomcast brings you the latest in Skylanders SWAP Force news. In this New Year's episode, host Zachary Gordon reads you Skylanders' New Year's resolutions, as well as giving you an inside look at Rip Tide and Smolderdash"
813,4161030,"""Mahomie Madness"" Austin RIPS Pants During Rehearsals (2013)",2013,Documentary,,,"Alex Constancio (Himself), Teala Dunn (Herself - Host), Madison Iseman (Herself - Host), Austin Mahone (Himself)",,,,,
814,2890612,"""Katie"" Katie's Exclusives Ripped Straight from the Headlines (2013)",2013,Talk-Show,,,Katie Couric (Herself - Hostess),,,,,
815,2754902,"""America's Court with Judge Ross"" Repo Rip Off/H2O No-No (2013)",2013,Drama,,,"Kevin Ross (Judge Ross), Bruce Thomas (Bailiff)",,,,,
816,3382814,"""Dr. Phil"" Scandals Ripped from the Headlines (2013)",2013,"Drama, Talk-Show",,,,,,,,
817,2834712,"""Lip 'Em & Rip 'Em"" The Stanford Stripers (2013)",2013,Sport,,,,,,,,"Lefty Larsen visits Cuthbert, Georgia where he puts Stanford Lures to the test on Lake Eufala, targeting huge hybrids"
818,2803322,"""Lip 'Em & Rip 'Em"" Just Joshin' (2013)",2013,Sport,,,,,,,,
819,2886820,"""Anderson"" Ripped from the Headlines: An Entire Hour of True-Crime Exclusives (2013)",2013,Talk-Show,,,,,,,,
820,3106474,"""America's Court with Judge Ross"" Kitty Car Crash/Ripping Prom Dress (2013)",2013,Drama,,,"Kevin Ross (Judge Ross), Bruce Thomas (Bailiff)",,,,,
821,3438818,#RoofBreakUp (2013),2013,"Short, Comedy","Giancarlo Damiani, Erin Muroski",,"Erin Muroski (Sarah), Lance Paullin (Ben)",,USA,English,,
822,4054374,#roommate (2014),2014,"Short, Comedy","Bradley Grenon, Jonathan Geddis","Bradley Grenon, Bradley Grenon, Bradley Grenon","Mackenzie Duquette (Kenzie), Cameron Ouellette (Cameron), Mike Swain (Mike)",5,U.S. Virgin Islands,English,,One roommate pitches an idea to another about a young man who has a serious case of Genre-itus
823,3683398,Don't Look Back (2014),2014,Thriller,William Dickerson,"William Dickerson, Dwight Moody, Michael Testa, Michael Testa","Kate Burton (Dr. Jeanette Barnes), Cassidy Freeman (Peyton Lake), Lucy Griffiths (Nora Clark), Holly Kaplan (Dorothy), Taylor McCluskey (Peyton's Lover)",USA:85,USA,English,6.4 (85 votes),"Nora Clark is a children's book writer whose life is at a crossroads. After moving back into the house she inherited from her grandmother, Nora comes to grips with the traumatic memories from her childhood, and takes in an inquisitive, seductive new roommate, Peyton, who is not entirely whom she appears to be"
824,4156586,"""Permanent Roommates"" (2014)",2014,"Comedy, Romance",Sameer Saxena,Biswapati Sarkar,"Deepak Kumar Mishra (Purushottam), Sumeet Vyas (Mikesh Chaudhary)",15,India,"English, Hindi",9.2 (315 votes),"A couple, who were in a long distance relationship for 3 years, face the prospect of getting married"
825,3229058,"""My New Roommate"" (2014)",2014,Comedy,John Fallon,"Matt Florio, David Stein the Voice","David Stein the Voice (David), Martin Pfefferkorn (Bingo), Ryan O'Toole (Cheese), Tym Moss (Ralph)",,USA,English,6.6 (8 votes),"David ""The Voice"" Stein moved to New York City to pursue his dream of becoming a stand up comic. As if survival in the big city wasn't tough enough, his roommate dies, leaving him in search of a quality roommate. Surprisingly, he discovers there are a host of celebrities who have fallen out of the limelight and are looking for a roommate as well. Unfortunately for David, they come with more baggage than he can handle"
826,4124052,"""Roommate"" (2014)",2014,Reality-TV,,,"Park Chan-Yeol (Himself), Song Ga-Yeon (Herself), Dong-Wook Lee (Himself), So-ra Lee (Herself), Nana (Herself)",,South Korea,Korean,8.2 (5 votes),
827,3791450,"Roommate, The (2014)",2014,"Short, Thriller",Pablo Lewin,Timothy C. White,"Jillian Clare (Stephanie), Paul Huebl (Drunk Bar Patron), Lauren Mikelle (Bar Patron), Nelson David Rodas (Bar Patron), Branden Stadler (Conrad)",24,USA,English,,
828,3421968,"""My Olde Roommate"" (2014)",2014,Comedy,Jerry TerHorst,Jerry TerHorst,"Zale Kessler (Zale), Jerry TerHorst (Jerry)",1,USA,English,8.2 (18 votes),
829,3770650,"""Roommates"" (2014)",2014,Comedy,"Charlene Astin, Nick Laws","Jasmine S. Ballard, Charlene Astin, Eric E. Poe, Jennifer Caballero","Jasmine S. Ballard (Crystal / ...), Shantelle Wheeler (Harmony), Shatareia Stokes (Diane), Jacques Fournier (Grover), Charlene Astin (Lavender / ...)",,USA,English,,
830,4016602,Roommates (II) (2014),2014,"Short, Comedy",Sheryl A. Gauntlett,Sheryl A. Gauntlett,"Chanel Bosh (Old Roomie 1), Karen Brundidge (Friend 2), Kamar Elliott (Kris / Roommate 3), Janlyn Holden (Old Roomie 2), Brandi Huzzie (Jamie)",12,USA,English,,"Kiel Johnson plans to travel outside of the country for 12 weeks, and wants to sublease the apartment she's in. She's narrowed it down to Amanda--a freelance musician; Steven & James--a gay couple; and Kris--a graduate student. As she conducts interviews with them, we witness each character display a skewed version of themselves. The old adage, ""You don't really know someone until you live with them,"" rings true when watching these characters and their roommates in action"
831,3688016,Roommates (2014) (TV),TV,Comedy,"Tyler Costill, Amber Figueroa","Amber Figueroa, Ron Geffen","Star Bunner (Roommate #1), Kyle Chrupcala (Dick), Liz Chuday (Donny's Mother), Tyler Costill (Just a Friend), Amber Figueroa (B)",,USA,English,,
832,4038232,"""Roommate(s)"" (2014)",2014,Comedy,Eric L. Waters,Teri Benjamin,"Ashley Dulaney (Lauren), Celeste Sullivan (Kennedy), Teri Benjamin (Taylor)",,USA,English,,"Kennedy, a broke actress, struggles to find a sane roommate in an insane world"
833,3510366,"""My Craigslist Roommate"" (2014)",2014,Comedy,Amy L. Eller,Amy L. Eller,Keith Mackler (Metal Guy),,USA,English,,"When Katherine tells her roommates, Tina and Meryl, she is unexpectedly moving out, they are forced to find a new roommate in a short amount of time. However, their lack of friends poses a problem only Craigslist can fix"
834,3654402,"""Roommate, The"" (2014)",2014,Comedy,Christina Birdsall,Christina Birdsall,"Ashley Bornancin (Susan), Brian Chin (Derek), Bradford Hill (Walter)",22::(original version),USA,English,,
835,3526386,Roommates (I) (2014),2014,"Short, Action, Fantasy",Justin McLachlan,Justin McLachlan,"Justin McLachlan (Seth), Chris Stinson (Josh)",5,USA,English,,Two roommates who each want the last donut have trouble learning to share
836,3972870,Roommates (III) (2014),2014,"Short, Horror",Steve Kopera,Steve Kopera,"Anastasia Leddick (Cassie), Eric Weaver (Male Ghost), Aaron Leddick (Dispatch Officer), Amanda Martin (Female Ghost)",USA:3,USA,English,,
837,4121328,"Roommate!, The (2014) (V)",V,"Short, Comedy",Millie Torchetti,Millie Torchetti,"Millie Torchetti (Megan), Amanda Donelan (Julie), Eliana Gonz?lez (Hannah), Natasha Demosthene (Lady 1), Denise Hungerford (Lady 2)",,USA,English,,"When her mother asks her to bail out a friend in need, Hannah cannot help but oblige and offer Megan a new home. However her new roommate may be all she's cracked up to be...and more"
838,4047392,Craigslist Roommate (2014) (V),V,"Short, Comedy",Roy Tighe,Josh Weber,"Josh Weber (Mark), Tony D. Czech (Greg), Kirby Slager (Girl #1), Maame-Yaa Aforo (Girl #2)",,USA,English,,Finding a roommate on Craigslist can be a bit of a gamble
839,4225208,Cup of Roommates (2014),2014,"Short, Comedy",Brian Chin,"Brian Chin, PJ Evans","Brian Chin (Steve), PJ Evans (Joe)",,USA,English,,
840,4109894,Roommate Audition (2014),2014,Short,Cedric K. Williams,"Maria Lingbanan, Carrie Newell","Gavin Peretti (Ian), Carrie Newell (Melissa), Maria Lingbanan (Jackie), Kaitlin Sullivan (Monique)",,USA,English,,"A young actress goes on an apartment hunt and meets some potential roommates. However, soon after meeting them, she finds out they're interested in more than just someone to take the vacant room"
841,4103238,"Roommates, The (2014)",2014,"Short, Comedy",Daniel Griffith,"Daniel Griffith, Pete Matuszewski, Mark Meyers","Shallan Cook, Milton Horowitz, Andrew Jurcak, Jessy Leigh, Pete Matuszewski",35,USA,English,,"Only after dumping his lazy best friend/roommate does a struggling musician realize how much he cares, but it may be too late to win him back when another roommate swoops in on the rebound"
842,3379888,#SamoKazem (2013),2013,"Short, Drama",Jelena Gavrilovic,"Radovan Kupres, Boris Miljkovic, Dusan Ristic, Milica Zebeljan","Milena Stanic (Jovana), Davor Golubovic (Zoran), Ana Stojanovska (Aleksandra), Mladen Sovilj (Milos), Ana Mandic (Maja)",,Serbia,Serbian,8.9 (65 votes),"One (un)usual summer a group of girls and boys become a crew. They've met by chance, and by chance became friends. They come from different countries that border, but their inhabitants rarely cross those borders. They speak different languages, but understand each other perfectly. They share same dreams and fears, but didn't have the opportunity to talk about them until now"
843,4184842,#seguiilconiglio (II) (2014),2014,"Short, Horror",Luigi Pietrobono,Luigi Pietrobono,Roberto Luigi Mauri (Kid),9::(original release),Italy,"Italian, English",,"A journey into the psyche in search of happiness, where fact and fiction are at the same level as hidden as Chinese boxes"
844,4184766,#seguiilconiglio (I) (2014),2014,"Short, Horror",Luigi Pietrobono,Luigi Pietrobono,Roberto Luigi Mauri (Kid),9::(original release),Italy,"Italian, English",,"A journey into the psyche in search of happiness, where fact and fiction are at the same level as hidden as Chinese boxes"
845,4106394,#SelfCentered (2013),2013,Short,Kelly Tsai,Kelly Tsai,Kelly Tsai (Herself - Spoken Word Poet),,USA,English,,
846,1942966,Self Centered (2011) (V),V,"Short, Drama, Sci-Fi",Kevin Proctor,Steven Keevil,"Kellie Shirley (Lydia), Simon Tcherniak (The Custodian)",25,UK,English,,Lydia: Actress. Celebrity. Addict... and Saviour of Mankind
847,1240787,"""Queen Bees"" Self-Centeredness (2008)",2008,Reality-TV,,,"Michelle R. Callahan (Herself), Gisbelle Castillo (Herself), Yoanna House (Herself - Host), Kiana Jenkins (Herself), Shavon Jovi (Herself)",,,,,
848,2860462,"""Rock Your Yoga"" Get Self-Centered (2013)",2013,Sport,,,Sadie Nardini (Herself),,,,,"Being Self-Centered has gotten a bad rap. In fact, it's selfishness that's good to avoid, but most people could use a good dose of centering themselves. Sadie gives a supercharged core workout to teach students how not to lose center in favor of giving too much to the poses--or to other people"
849,2095045,"""America's Court with Judge Ross"" Gimmie Back My Dog/Self-Centered Sister-in-Law (2010)",2010,Drama,,,"Kevin Ross (Judge Ross), Bruce Thomas (Bailiff)",,,,,
850,3165906,"""Conan"" The Self-Centered Man Who Called It 'MeTube' (2013)",2013,"Comedy, Music, Talk-Show",,"Scott Chernoff, Josh Comers, Andres du Bouchet","Conan O'Brien (Himself - Host), Andy Richter (Himself - Announcer), Mike Tyson (Himself), Katie Aselton (Herself), Doctors The Spin (Themselves-Musical Guest)",,,,7.7 (6 votes),
851,4228374,"""CSI: Cyber"" Selfie 2.0 (????)",????,"Crime, Drama",,,"Rachel G. Fox (Elizabeth), Brett Rickaby (Jasper Cross), James Van Der Beek (Elijah Mundo), Gil Bellows, Kick Gurry (Clikk)",,,,,
852,3720102,#selfiesanonymous (2014),2014,"Short, Comedy",Brett L. Marshall,"Brian Coupe, Brett L. Marshall","Brett L. Marshall (Matt), Max Carpenter (Claude), Caroline Bloom (Wendy), Ben Levin (Pedro), Brian Coupe (Group Leader George)",USA:3,USA,English,,A Self help group for selfie's meeting goes horribly awry
853,3428892,#Sequence (2013),2013,"Short, Comedy, Drama, Family, Fantasy, Thriller","Manuel Bartual, Javier Marco, J. Prada, K. Prada, Montxo Armend?riz, Ferran Brooks, Borja Crespo, Benja de la Rosa, Roland de Middel, Elena de Torres, Gonzalo Gurrea Ysasi, Marina Maesso, Ra?l Navarro, Teo Palomo, V?ctor Parkas, V?ctor Alonso Ponce, Roberto P?rez Toledo, Gonzalo Reimunde, Carlos Rivero, Alonso Valbuena, Haizea G. Viana","Manuel Bartual, Manuel Bartual, Ferran Brooks, Borja Crespo, Benja de la Rosa, Roland de Middel, Elena de Torres, Gonzalo Gurrea Ysasi, Marina Maesso, Pablo Maqueda, Javier Marco, Ra?l Navarro, Teo Palomo, V?ctor Parkas, V?ctor Alonso Ponce, J. Prada, J. Prada, K. Prada, K. Prada, Roberto P?rez Toledo, Gonzalo Reimunde, Carlos Rivero, Bel?n S?nchez-Ar?valo, Alonso Valbuena, Haizea G. Viana, Haizea G. Viana","Olga Aguirre, Olga Alam?n, I?aki Ardanaz, Jon Ari?o, Juanra Bonet ( / no / ficci?n""))","4, 3, 63::(original version)",Spain,Spanish,5.9 (9 votes),Luisa is dressed. Silvia is naked. There is a camera between them and a question waiting to be answered: What is your favorite color?
854,2821104,Sequence (2013),2013,"Short, Action, Fantasy, Horror",Carles Torrens,Carles Torrens,"Joe Hursley (Billy), Ronnie Gene Blevins (Robber), Aesop Aquarian (Older Man), Richard Chagoury (Dinesh), Marcus Dunstan (Dale)",20,USA,English,8.2 (67 votes),A man wakes up one morning to realize the entire world has dreamed about him the night before
855,3108498,"Unseen Sequence, The (2013)",2013,"Documentary, Biography",Sumantra Ghosal,Sumantra Ghosal,Malavika Sarukkai (Herself),98,"India, Switzerland",English,8.2 (6 votes),"In Malavika Sarukkai - an artist rooted in tradition but with a uniquely contemporary sensibility - one of India's most profound classical arts, Bharatanatyam, is being re-interpreted, renewed, invigorated. The film is not simply about Malavika Sarukkai; it deliberates the valuable connections and departures that the artist makes from a hallowed and, often, unforgiving tradition. Today, even as she impresses her footprint on the world stage as a celebrated Bharatanatyam dancer, Malavika finds herself making increasingly personal choices about how she wishes to lead that life. It is this co-existence of consummate expression with a deeper, spiritual quest that makes her dance so exciting"
856,3748934,Man of Steel: Title Sequence (2013),2013,"Short, Sci-Fi",Paul K. Lee,"Patrick S. Lee, Christopher Shon",,2,USA,English,,
857,3278042,Dream Sequence (I) (2013),2013,Short,Max Moore,Max Moore,"Troy Ellerbroek (Young Man), Ben Rollins (Father)",3,USA,English,,
858,3328156,Dream Sequence (II) (2013),2013,"Short, Drama, Horror, Thriller",Xinzhong Zhao,Xinzhong Zhao,Franco Castan (Jack),6,USA,,,An alcoholic experiences paranoia while trying to distinguish between his reality or his dreams
859,2946202,Eye Full Sequence (2013) (V),V,"Short, Music, Mystery",Luke Ciancio,Luke Ciancio,,7,USA,,,The full journey of the 'Eyeball Man.'
860,3487828,"""Daily Orbit, The"" Insect Genome Sequencing (2013)",2013,News,Alex Zymukha,Emerald Robinson,Emerald Robinson (Herself - Host),,,,,"On this episode of the Daily Orbit, ants are more closely related to bees than wasps, worldwide mobile broadband booms, and illiteracy is liked with poor health"
861,3137504,"""Internet Icon"" The Chase Sequence Challenge (2013)",2013,Reality-TV,,,"Chester See (Himself - Host), Ryan Higa (Himself - Judge), Christine Lakin (Herself - Judge), David Fickas (Guest Judge), Brice Beckham (Guest Judge)",,,,,
862,2788970,#shitmattogradysays (2013),2013,"Short, Comedy, Drama",Shannon Durham-Dique,"Shannon Durham-Dique, Shannon Durham-Dique","Alex Dique (Alicia), Russell Dique (Peter O'Grady), Stephanie Durham (Deborah), Shannon Durham-Dique (Flirt #1), Allyson Hunter (Sophie)",11,Australia,English,,A short film depicted through the eyes of Matt O'Grady's peers as they unravel and learn to laugh at his lies
863,3444962,#slutwalknyc (2013),2013,"Documentary, Short, News",Therese Shechter,Therese Shechter,,5,USA,English,,"Anti-rape activism, corsets and all. The 2011 SlutWalk march was one of the largest feminist actions in New York history, and the short film SLUTWALKNYC reveals the march in all its empowering, shocking and controversial glory. SlutWalk was born in Toronto in January 2011 when a Police constable told university students how keep themselves safe from sexual assault, saying women should avoid dressing like sluts. This galvanized two students to create SlutWalk, which challenged rape culture, victim blaming and slut shaming. Marches have been held from Delhi to Capetown, Seoul to Mexico City, and in cities all across the US, but this was the one and only SlutWalk ever held in New York"
864,3648502,#Socially Awkward Media (2014),2014,"Short, Comedy",Shae-Lee Shackleford,Shae-Lee Shackleford,"Sarah Bishop (Pinterest), Nick Gulliver (Twitter), Tim Mason Scott (Grindr), Shae-Lee Shackleford (Instagram Girl), Cocheene Smith (Miss Tumblr)",Australia:6,Australia,,,#Socially Awkward Media is a short comedy about the typical stereotypes we find on the many forms of social media today. It is a house party where each character in the film represents a different form of social media! It's a humorous observation of how people interact and behave online today
865,3907872,#Somethingdifferentthemovie (2014),2014,"Short, Comedy, Drama",Joey Sinko,"Joey Sinko, Joey Sinko","Shaela Cook (Psycho F*ck), Madison Crosby (Girl in Bar), Chris Kato (Co-worker), Kyle Koller (Upset Driver), Tehnysha Moore (Co-worker 2)",15,USA,English,,A decaying love story about an unheard man and an unseen woman
866,4038572,#Speedball (2015),2015,"Action, Drama, Sport",Alex Di Marco,"Alex Di Marco, Thomas Major",,,USA,English,,"DEREK KIDD and his 'Notorious' paint ball teammates are like family and they want nothing more than to be bumped into the professional paint ball circuit. However it's no easy trick. On the verge of success, they are devastated when the economy tanks and paint ball teams take a deadly hit. Forced to come up with some big money fast, they have to deal with the likes of an unscrupulous bad guy named LOUIE. However, the team is determined to stick it out and make it work"
867,301881,Speedball 2100 (2000) (VG),VG,"Animation, Action, Sport",,,,,UK,English,5.6 (7 votes),
868,800214,Speedball 2: Brutal Deluxe (1991) (VG),VG,"Action, Sci-Fi, Sport",,Mike Montgomery,,,UK,English,8.7 (43 votes),"The first Speedball league failed due to violence and corruption resulting in the organization giving place to anarchy. The game was forced underground, but 5 years later, Speedball 2 is born. The game starts in 2105, as a new team called Brutal Deluxe emerges"
869,2093041,#spiritmastertoopenfortheflaminglips (2011),2011,"Documentary, Biography, Fantasy, Music","Jackson Barlow, Josh McCafferty",,"Wayne Coyne (Wayne Coyne), Josh McCafferty, Maht Paulos, Jamie Timm",37,USA,English,,Developing a relationship with Wayne Coyne of the Flaming Lips through a twitter account Josh McCafferty suggests and then assumes his band will be the opening band for the Flaming Lips as they tour through his home city of Salt Lake. The real becomes absurd when Josh finds himself face to face with Wayne as he seriously considers this offer. Captured in real time - Josh's dream of opening up for the Flaming Lips is a story of triumph and fantasy come true as we watch one of the biggest names in music also have one of the biggest hearts
870,3856118,#standwithme (2014),2014,"Documentary, Biography, Crime, News","Patrick Moreau, Grant Peelle",Marshall Davis Jones,,73,"USA, Georgia, Dominican Republic, Ecuador, Nepal, Cambodia, Namibia",English,,"#standwithme examines the realities of modern-day slavery, the role we play in it as consumers, and the importance of knowing the story behind what we buy. After seeing a photo of two enslaved boys in Nepal, Vivienne Harr is moved to help in the only way she knows how: by setting up her lemonade stand. As Vivienne's vision begins to show promise for something greater, she and her family must fight to avoid supporting the very thing they are up against"
871,3640358,#StillSeeking (2014),2014,"Documentary, Short, Biography",Mackenzie Vanmeveren,"Bridget Burke, Mackenzie Vanmeveren",,4,USA,English,,"A documentary about a young filmmaker and actress living in New York, seeking God everyday in an industry where faith is scarce"
872,2213870,#Stop (2012),2012,"Short, Drama",Sergio Barrej?n,Sergio Barrej?n,"Irene Anula (Leticia), Jose Mar?a Chumo, Diaryatou Daff, Alejandra Lorenzo (Alejandra), Diana L?zaro (Natalia)",7,Spain,Spanish,7.2 (5 votes),"Every day, racist raids take place in Madrid. State policemen perform illegal racial profiling looking for unauthorized residents. Every day, thousands of citizen witness this blankly, while politicians simply deny the raids are even taking place. And every day, only a handful of people, connected by Twitter, try to help the victims"
873,1853643,Why Stop Now? (2012),2012,"Comedy, Drama","Phil Dorling, Ron Nyswaner","Phil Dorling, Ron Nyswaner, Phil Dorling, Ron Nyswaner","Jesse Eisenberg (Eli Bloom), Melissa Leo (Penny Bloom), Tracy Morgan (Sprinkles), Emma Rayne Lyle (Nicole Bloom), Sarah Ramos (Chloe)",85,USA,English,5.5 (5557 votes),"The story of Eli Smith (Jesse Eisenberg), a piano prodigy, dealing with his troubled mother, Penny (Melissa Leo), and enlisting help from a hapless drug dealer, Sprinkles (Tracy Morgan), on the day he has an audition for a prestigious music program. Events spiral comically out of control as this gang of misfits faces the mistakes of the past, the challenges of the future, and the possibilities of love"
874,2403740,"""Mask & Cape"" UnCONventional Stops by: San Diego Comic Con 2012 (2012)",2012,"Comedy, News",Brian Morrison,,"America Young (Herself - Host), Kevin McShane (Himself - Host), Darren Passarello (TV's Jayden Stark), Kristen Stilwell (Philip K. Duck), Matt Murray (Himself)",,,,,
875,1308756,Don't Stop Believin': Everyman's Journey (2012),2012,Documentary,Ramona S. Diaz,Ramona S. Diaz,"Jonathan Cain (Himself), Deen Castronovo (Himself), Katherine Heigl (Herself), Arnel Pineda (Himself), Neal Schon (Himself)","113, USA:105",USA,English,6.9 (650 votes),"Don't Stop Believin': Everyman's Journey follows the real life rock-n-roll fairy tale story of Filipino Arnel Pineda, who was plucked from You Tube to become the front man for iconic American rock band, Journey, thereby becoming the latest performer to go from the Internet to real life celebrity. Having already overcome a life full of painful obstacles and now saddled with the immense pressures of leading a world renowned band and replacing a legendary singer, the film follows Arnel on this personal journey"
876,2364853,Short Stop on the Way (2012),2012,"Short, Crime, Drama",Dimitar Dimitrov,Dimitar Dimitrov,"Phil Campbell, Roger Davenport, Tom Donneky, Hugh Hemmings, Cordelia O'Neil",7,"UK, Bulgaria",English,8.5 (6 votes),"A middle aged man is lying on the ground having a heart attack. A young female doctor and a nurse are struggling to save his live. And when they do save his life, they realize that the man will be executed on the electric chair in a seconds"
877,1934241,DonT Stop (2012),2012,"Drama, Music",Richard Rericha,Richard Rericha,"Viola Cernodrinsk? (Pavla), Oliver Cox (Inza), Patrik Dergel (Miki), Richard Fiala (Kalic), Stanislava Jachnick? (Dejvid's mother)",98,"Slovakia, Czech Republic",Czech,6.3 (55 votes),"1983. Czechoslovakia is still under communist rule. Micky is an eighteen-year old secondary school student. His best friend David has just been kicked out of school. Their dream is to put together a band, but they don't have the slightest clue as to what kind of music to play. Once they hear The Clash's 'London Calling,' their path is clear"
878,2274238,Cool Cat Stops Bullying (2012),2012,"Short, Action, Drama, Family",Derek Savage,Derek Savage,"Vivica A. Fox (Vivica), Erik Estrada (Erik), Derek Savage (Daddy Derek), Cool Cat (Cool Cat), Jason Johnson (Cool Cat)",12,USA,English,,"Butch the Bully picks on Cool Cat and Maria, and then Cool Cat learns 'What to do' and he helps to stop bullying in a Non-Violent way! Then everyone has fun!"
879,2437612,"Hobby Stop, The (2012)",2012,"Comedy, Drama",Robert Gruen,Robert Gruen,"Colin L. Ray (Brad Loews), Alexandra Bayless (Angela Bondurant), Spenser Pollard (Mikey), Christopher Privette (Marty Jacobson), Ted Lacki (Gerard)",90,USA,English,,"Brad Loews has a problem: After taking off from college to run the family business and putting Bree through four years at Clemson he should be able to return to Tech and finish his degree, shouldn't he? With an uncooperative sister and loan deferments hanging over his head Brad has the rest of the summer to find someone he can trust to run The Hobby Stop"
880,2194579,Hard Stop (2012),2012,Drama,Sascha Weibel,Sascha Weibel,"Nina Langensand (Rhea), Matthias Britschgi (Dante), Christoph Matti (Oliver), Florine Elena Deplazes (Irina), Eveline Suter (Ex Girlfriend)",100,Switzerland,Swiss German,6.2 (14 votes),"It's the month of August and hot in the city. Dante's girlfriend has abandoned him for a rich lover. Then he meets Rhea, who lives together with a wealthy man twice her age. She claims that he's not jealous and begins an erotic game with Dante, who passionately rushes headlong into the affair, no questions asked. But why is it that Rhea counts her erotic encounters precisely? And why does she document practically everything she experiences with the video on her mobile phone?"
881,2416510,"Man Who Stopped WW3: Revealed/The Man Who Saved the World, The (2012) (TV)",TV,Documentary,Nick Green,Nick Green,"Alisdair Simpson (Narrator), Viktor Mikhailov (Himself), Olga Arkhipova (Herself), Andy Bradick (Himself), Gary Slaughter (Himself)",Finland:53,"UK, Russia",English,5.4 (11 votes),"Marking the 50th anniversary of the Cuban Missile Crisis, this is the untold story of how one man saved the world from nuclear apocalypse. From the producers of The King's Speech, this hour-long special details a shocking and long-hidden side to the historic events of 1962. Today, the public remembers Kennedy and Khrushchev's public battle of nerves. But away from the spotlight of global politics, a drama on board a Russian submarine brought us closer to World War III than anyone knew. The Man Who Saved the World introduces us to Vasili Arkhipov - the man who brought us back from the brink of certain nuclear war. With brand new eyewitness accounts, the first ever TV interview with Arkhipov's widow and dramatic reconstructions, this is the story of the most dangerous moment in human history"
882,3408696,Next Stop Greenland (2012),2012,"Documentary, Short, Adventure, Sport",Lara Izagirre,Lara Izagirre,"Dar?o Barrio (Himself), ?lvaro Bult? (Himself), Santi Corella (Himself), Armando del Rey (Himself), I?aki Ituarte (Himself)",29,Spain,Spanish,,"This thirty minute documentary tells the story of seven of the best sportsmen in Spain. Their names speak for themselves, Alex Txikon, ?lvaro Bult?, I?aki Ituarte, Dario Barrio, Toni L?pez, Santi Corella and Armando del Rey. Next Stop: Greenland is a very unusual adventure, in which two totally different sporting disciplines join together with the same objective, to climb and jump the emblematic Greenland mountain Ulamertorsuaq. In this way climbing and BASE jumping are united in this documentary which has as its central theme the human side of these sportsmen"
883,2624044,Selina Trieff Will Not Stop (2012),2012,"Documentary, Short, Biography",Marnie Crawford Samuelson,"Marnie Crawford Samuelson, Shane Hofeldt",,11,USA,,,Artist Selina Trieff haltingly makes her way to her easel and gets ready to paint. And insists she will keep painting and drawing until her brush or pen drops from her hand. Selina Trieff Will Not Stop is a humorous and touching portrait of a fearless American artist. Trieff has been called an American original by New York Times art critic John Russell
884,2215735,Video Stop (2012),2012,Comedy,Adam Newell,"Nathan Boyer, Adam Newell, Sean McDonald, Mike Akers, Adam Newell","Nathan Boyer (RJ MacReady), Andy Maraldo (Loni Dean), Chelsea Anderson (Maria West), Matthew D. Thompson (Anthony James), Chris Spurgin (Foyt Dean)",107,USA,English,7.8 (10 votes),"Video Stop is a coming-of-age comedy about the life of R.J. MacReady, a young man working a dead-end job at a local video store. Colorful co-workers and customers revolve through Video Stop as R.J. searches for himself and his true vocation. R.J. begins to find the answers by reconnecting with an college old friend, Maria West"
885,3715344,"""ATSN: Stop the Threat"" (2012)",2012,Talk-Show,"James B. Towle, John L. Meek, Thomas Meek, Chris Ward",Thomas Meek,"James B. Towle (Himself - Host), Rob Pincus (Himself - Guest)",USA:23,USA,English,,"Hosted and moderated by James B. Towle, ATSN's series ""Stop the Threat"" depicts reenactments of real crime scenes as they happened from across the country, providing a forum for expert guests (including firearms and weapon specialists, self-defense trainers, law enforcement and other professionals) to offer their expertise and advise on the situations as they occurred in a conversation that helps viewers and legally armed citizens to prepare should they be confronted with the unexpected"
